customer_id,customer_ext_id,customer_name,city,postal_code,country_id
4202,13-641-1831,Gallagher Benyon,Hengli,221463462,1
4203,71-561-5133,Sabra Corry,Takikawa,987-0599,4
4204,92-135-9201,Charline Windrus,Huangzhan,598 01,1
4205,09-339-5822,Webster Lomax,Batelov,270492305,15
4206,90-275-2874,Vincent Boarer,Kastsyukovichy,271039670,20
4207,37-705-9466,Dietrich Feetham,ManhiÃ§a,3810-1007,66
4208,96-259-0479,Charita Bosworth,Pisz,693016,38
4209,75-937-6004,Basil Slarke,Mamonovo,649-6573,7
4210,91-321-8895,Dicky Van der Son,Nizhnyaya Omka,33866,7
4211,80-325-0206,Kali Avis,RodotÃ³pi,649-6573,44
4212,90-508-0061,Zebedee Spafford,Pasirmukti,353962,13
4213,29-310-6052,Alexandr McGill,Miliangju,598 01,1
4214,39-459-6791,Lulu Hastin,Sandaoba,-118003072.666667,1
4215,85-700-6393,Ardenia Lobb,Muzhijie,-118163120.666667,1
4216,03-215-3959,Cissy Blondelle,Zhukovskiy,-118323168.666667,7
4217,00-689-5519,Jill O'Sirin,Shiogama,993-0279,4
4218,64-198-0112,Tommi Durham,Kertorejo,221910426,13
4219,80-658-1730,Adham Heyns,Bila Tserkva,222357390,17
4220,35-344-7124,Shandeigh Andreas,Silveiros,987-0600,8
4221,35-109-7817,Ram Chaudhry,LÃ¼deritz,599 01,67
4222,13-027-0249,Mattie Winyard,Baitian,271587035,1
4223,58-341-8825,Forester Buxcey,BiguaÃ§u,272134400,19
4224,57-489-1320,Crysta Garratty,Tambong,3810-1008,31
4225,99-534-0752,Waylan Grieve,Lang,693017,1
4226,46-708-9429,Ermina Kitter,Dongzaogang,649-6574,1
4227,55-267-3235,Raymond Cranage,Tebluru,33867,13
4228,30-073-5505,Kore Smurfit,Gedangan,649-6574,13
4229,14-968-9727,Desdemona Dobbinson,Zaozerne,353963,17
4230,02-063-5381,Elora Eliesco,ChiÅŸinÄƒu,599 01,68
4231,97-687-5761,Annaliese Cowill,Matagalpa,-118483216.666667,69
4232,90-627-6303,Nadean Elves,Pardubice,-118643264.666667,15
4233,47-900-5071,Burgess Hancill,Mananjary,-118803312.666667,70
4234,32-475-1071,Alvan Winspare,BayanaÅ«yl,993-0280,22
4235,97-708-6756,Ethelbert Cordeux,KittilÃ¤,222804354,71
4236,32-836-5069,Gilberta Sabberton,El RincÃ³n,223251318,10
4237,33-715-4955,Reginauld Kelemen,Paris 01,987-0601,27
4238,13-989-5109,Merrill Sawford,Nggambel,600 01,13
4239,61-819-5221,Jackelyn Jacox,Biga,272681765,31
4240,14-998-1300,Rene Garn,Ngora,273229130,29
4241,76-877-1926,Araldo Gutman,Gunziying,3810-1009,1
4242,62-870-7138,Stewart Keppe,Salzburg,693018,72
4243,68-435-7756,Fidelity Banham,Thap Than,649-6575,23
4244,06-346-0589,Zorana Diggin,Baidian,33868,1
4245,45-770-5550,Grenville Bottomore,Siliana,649-6575,45
4246,57-734-9941,Julina Di Franceschi,Liangkou,353964,1
4247,16-233-7577,Natty Murt,Nyamanari,600 01,73
4248,33-155-2546,Phillipe Ropartz,Lukunor,-118963360.666667,49
4249,72-484-4060,Douglas O' Cloney,Buracan,-119123408.666667,31
4250,01-882-3064,Adrianne Freeland,Saint-Leu-la-ForÃªt,-119283456.666667,27
4251,44-352-4880,Maisie Matyushkin,Zhenlong,993-0281,1
4252,29-581-4956,Lew Allot,Quinta da Courela,223698282,8
4253,91-062-1559,Fairfax Seniour,Destrnik,224145246,74
4254,60-056-7305,Vania Gilding,Coronel Vivida,987-0602,19
4255,93-077-9628,Aime Ferry,Sacramento,601 01,48
4256,27-928-3810,Waldo Tomkiss,Loivos,273776495,8
4257,59-029-6148,Ely Doodson,Xiaji,274323860,1
4258,88-633-8492,Cate Pagitt,Cancas,3810-1010,3
4259,16-061-3868,Johnette Haitlie,Biankouma,693019,75
4260,76-663-5204,Aldric Jerman,Longtian,649-6576,1
4261,53-638-1872,Maybelle Bellows,Viking,33869,16
4262,81-155-1642,Merlina Lermit,Allentown,649-6576,48
4263,09-463-4222,Livvyy Grombridge,Aracruz,353965,19
4264,46-863-0685,Tibold MacGorley,Waiklibang,601 01,13
4265,26-673-1238,Madelin Giacomi,Marmashen,-119443504.666667,14
4266,46-036-3035,Arnie Jay,Ulimonong,-119603552.666667,13
4267,78-169-2461,Berenice Marples,Krasnyy Luch,-119763600.666667,17
4268,73-374-8667,Marys Offen,OberÃ¡,993-0282,36
4269,91-807-1653,Dacey Witherden,General JosÃ© de San MartÃ­n,224592210,36
4270,61-361-4915,Chloette Pyke,Hexing,225039174,1
4271,91-253-6389,Kameko Cockton,Bang Rak,987-0603,23
4272,26-608-5179,Rayner Lukianovich,Dampit,602 01,13
4273,40-831-4524,Donella Tomasini,TromsÃ¸,274871225,76
4274,78-925-5718,Dennison Qusklay,Mont-de-Marsan,275418590,27
4275,33-532-7457,Orel Gawthrope,á¸¨awsh â€˜ÄªsÃ¡,3810-1011,77
4276,37-472-2855,Harriett O'Sirin,Aveiras de Cima,693020,8
4277,15-796-7574,Mona Rudwell,Obiaruku Quarters,649-6577,9
4278,20-514-8420,Britta Barday,Mersam,33870,13
4279,14-149-6520,Zita Coldbath,Zala,649-6577,1
4280,68-514-7375,Phillis Denley,Lawonda,353966,13
4281,76-056-5131,Sandor Barradell,Cangkreng,602 01,13
4282,67-683-3934,Rowena Santori,KÅ‚omnice,-119923648.666667,38
4283,85-427-4404,Licha Verden,Manaus,-120083696.666667,19
4284,97-050-8120,Anabelle Dominelli,KalÃ¡vryta,-120243744.666667,44
4285,06-994-0572,Philomena Petracchi,Sosnovka,993-0283,7
4286,27-609-7148,Annaliese Brunsden,DÃ¼sseldorf,225486138,12
4287,35-231-9391,Kym Lepard,Vales,225933102,8
4288,38-821-9223,Haily Izakoff,Villiers,987-0604,40
4289,85-902-1541,Junie Older,ShÄ«rvÄn,603 01,78
4290,68-632-2108,Currie Fidell,Kasangulu,275965955,53
4291,58-972-0413,Estele Schultze,Tisulâ€™,276513320,7
4292,60-024-5912,Ber Dillet,Trinity Ville,3810-1012,79
4293,35-838-2312,Merill Leyninye,Ustrzyki Dolne,693021,38
4294,38-921-3385,Herve Tunmore,Raffingora,649-6578,80
4295,70-887-8634,Armstrong Collerd,Lallayug,33871,31
4296,72-151-8614,Allyce Mantione,Tosno,649-6578,7
4297,80-202-1241,Sue Voyce,Datong,353967,1
4298,43-930-4762,Teriann Olivari,Assiniboia,603 01,16
4299,62-555-9031,Dalila Baldree,Adamstown,-120403792.666667,81
4300,61-290-1464,Becki Bonsall,Shanglaxiu,-120563840.666667,1
4301,76-263-1020,Valma Brideau,Nizhniy Tsasuchey,-120723888.666667,7
4302,13-838-5377,Zach Bondley,Lampa,993-0284,13
4303,08-962-4575,Katherine Midson,TomaÅ¡evac,226380066,82
4304,54-610-9376,Alisander Cornelisse,Prokhorovka,226827030,7
4305,61-679-9578,Fax Rojahn,Fukiage-fujimi,987-0605,4
4306,65-854-0852,Hymie Meadowcroft,Arias,604 01,36
4307,44-527-5077,Steffie Slemmonds,Sangba,277060685,1
4308,45-196-5583,Melessa Lecordier,GradishtÃ«,277608050,54
4309,97-034-6516,Gardy Neljes,Ihuari,3810-1013,3
4310,07-795-8092,Chrotoem Estevez,Ayabaca,693022,3
4311,91-067-3717,Cori Percifer,El Limon,649-6579,6
4312,00-806-0662,Melisse Southeran,Pohrebyshche,33872,17
4313,85-983-2290,Maressa Fruish,WÄling,649-6579,52
4314,58-629-4175,Moishe Constant,GrudÃ«-FushÃ«,353968,54
4315,79-307-3578,Jakie Bullan,TaboÃ£o da Serra,604 01,19
4316,87-579-7924,Deloria Hannen,Alebtong,-120883936.666667,29
4317,33-772-5377,Lucho McGerraghty,Dangbigih,-121043984.666667,13
4318,28-146-1975,Dwain Eccott,Kallar KahÄr,-121204032.666667,50
4319,71-674-3925,Jerome Ovitts,Guanagazapa,993-0285,64
4320,42-982-8925,Janith Bowra,Geidam,227273994,9
4321,30-049-5208,Essy Licence,Toledo,227720958,31
4322,97-474-3634,Rosaleen Ionnisian,QÅ­rghontepa,987-0606,83
4323,84-107-5872,Titos Edgcumbe,KatoÃºna,605 01,44
4324,28-301-5131,Sullivan Eddoes,Barqueiro,278155415,8
4325,18-208-4971,Flem Haibel,Koesan,278702780,61
4326,05-230-9436,Gualterio Backshall,TelÃªmaco Borba,3810-1014,19
4327,78-456-9963,Chauncey Barrott,Langpas,693023,31
4328,34-306-8680,Lana Boyne,Jinshi,649-6580,1
4329,59-084-7992,Mickie Alred,Inashiki,33873,4
4330,26-229-0678,Kellyann Sambells,Brongkalan,649-6580,13
4331,98-945-3693,Alexia Candelin,Vihti,353969,71
4332,63-572-7482,Bianka McLanaghan,Sangkulirang,605 01,13
4333,50-245-9029,Pansie Alldis,ZÅ‚otniki,-121364080.666667,38
4334,02-565-4368,Olly Dobbinson,LukovÃ«,-121524128.666667,54
4335,17-062-2228,Hale Danilchik,Kaducondong,-121684176.666667,13
4336,28-599-7053,Sandy Rubinowicz,Guilin,993-0286,1
4337,59-164-4769,Lucais Sewards,Meishan,228167922,1
4338,90-805-1347,Joye MacHostie,Novoye Leushino,228614886,7
4339,67-121-1555,Celinda Mamwell,Lela,987-0607,13
4340,01-010-4453,Norby Foord,KoryÄany,606 01,15
4341,37-935-3233,Malinde Blunn,Dusun Tengah Cihaurbeuti,279250145,13
4342,93-638-4651,Harry Beak,Zhoukou,279797510,1
4343,32-058-7312,Rafferty Guyonneau,Santa Magdalena,3810-1015,31
4344,26-401-4662,Marice Leavens,Zhongxin,693024,1
4345,99-288-3999,Melinda O'Brogan,Tibro,649-6581,26
4346,18-878-4452,Brook Begent,IkÅ¡Ä·ile,33874,84
4347,06-566-4150,Ario Meekin,Longju,649-6581,1
4348,44-371-9315,Schuyler Walewski,Inglewood,353970,48
4349,16-794-2589,Ariadne Copeland,Phoenix,606 01,48
4350,75-496-8007,Tamma Clink,Charlotte,-121844224.666667,48
4351,80-565-2790,Jaynell Alty,Delta del Tigre,-122004272.666667,57
4352,66-302-7863,Laurianne Diehn,Ikongo,-122164320.666667,70
4353,23-068-9989,Padraic Zanutti,Svojat,993-0287,85
4354,67-529-6495,Codee Pindar,DrosiÃ¡,229061850,44
4355,94-518-3950,Gabey Macewan,Tagnanan,229508814,31
4356,51-263-4679,Dinny Fonzone,Mojogajeh,987-0608,13
4357,58-684-1818,Adamo Rumens,BodÄ­,607 01,56
4358,30-273-7602,Lottie Schultheiss,Miharu,280344875,4
4359,61-440-3934,Ferguson Wilcocke,SychÃ«vo,280892240,7
4360,15-509-1414,Kelwin Ryle,Pidigan,3810-1016,31
4361,05-507-9751,Griz Tawse,Bangkalan,693025,13
4362,80-343-1997,Katie Betancourt,Bender,649-6582,68
4363,04-641-1747,Caterina Sweetnam,Babatngon,33875,31
4364,98-778-3557,Karia Sonier,Wuxue Shi,649-6582,1
4365,44-057-4911,Durand Kitt,Aban,353971,7
4366,21-735-6636,Veradis Tiddy,Stepnica,607 01,38
4367,91-165-1485,Constantina Mottley,Petropavlovskaya,-122324368.666667,7
4368,94-324-2649,Barnabas Gerrell,Mompach,-122484416.666667,55
4369,19-662-9886,Hinda Giacopetti,Saint-Avold,-122644464.666667,27
4370,79-230-2093,Zolly Heinzel,Kaliska,993-0288,38
4371,86-735-3061,Julianna Jostan,Agusan,229955778,31
4372,95-153-0059,Hallie Roddam,Setono,230402742,13
4373,91-536-3437,Madlin McGrory,Shangcai Zhongxing,987-0609,1
4374,83-279-6709,Tersina Wolfer,Shiraz,608 01,78
4375,55-844-1489,Andonis Rawling,Shengrenjian,281439605,1
4376,90-874-3974,Aluin McUre,GrÃ¥bo,281986970,26
4377,57-924-8318,Damiano Yurasov,Dampol,3810-1017,31
4378,41-401-4494,Almeta Laird-Craig,Karukh,693026,60
4379,45-809-5759,Nickolai Balmer,Huolianpo,649-6583,1
4380,59-553-0874,Isac Crimpe,Ã‰vreux,33876,27
4381,63-816-5027,Verene Beatens,Lamas,649-6583,8
4382,74-822-1028,Carol-jean Croston,Sijing,353972,1
4383,72-364-9120,Dareen Soutar,MukÅ,608 01,4
4384,65-949-4674,Pietra Paute,San Antonio,-122804512.666667,3
4385,14-623-7622,Evvie Crossby,Ouango,-122964560.666667,86
4386,72-045-4857,Claybourne Costin,PigÃ­,-123124608.666667,44
4387,85-164-1355,Dennie Lilloe,Yueyang,993-0289,1
4388,67-170-9130,Orelle Beadel,Lingquan,230849706,1
4389,88-616-2949,Gregg Yellowlea,Queenstown,231296670,40
4390,52-456-8474,Pete Morden,Caidian,987-0610,1
4391,51-673-6515,Margarette Hobell,Moville,609 01,87
4392,51-918-5148,Ansell Lethlay,Morrelgonj,282534335,46
4393,71-435-6306,Kathy Fairlam,Shilong,283081700,1
4394,22-129-8597,Cleon Moreton,Youcheng,3810-1018,1
4395,70-288-8972,Allyce Berthon,Vitim,693027,7
4396,32-854-1763,Garvin Guerrazzi,Baiyun,649-6584,1
4397,01-169-3967,Susette O'Neil,Hamilton,33877,48
4398,86-857-1829,Ignace Cooney,Chapultepec,649-6584,6
4399,84-742-3186,Emera Whitewood,Manta,353973,88
4400,64-729-1878,Miquela Dutnell,Kamenskiy,609 01,7
4401,44-383-3466,Montgomery Spileman,Tselinnoye,-123284656.666667,7
4402,71-703-5222,Salem Morgen,Zhengcun,-123444704.666667,1
4403,18-607-5868,Enid Francescuccio,MoglicÃ«,-123604752.666667,54
4404,09-799-7986,Evelyn Serrier,Lorient,993-0290,27
4405,98-044-8929,Virginie McGrey,Kuala Lumpur,231743634,89
4406,13-473-0498,Susie Torrisi,Yazykovo,232190598,7
4407,75-903-8085,Georgeanna Boulton,Mayskiy,987-0611,7
4408,88-753-2311,Cynthy Stovold,Budapest,610 01,90
4409,29-317-1692,Spenser Wandless,Qinxi,283629065,1
4410,34-874-3361,Ethelind Schnieder,Kinna,284176430,26
4411,65-570-0362,Paco Towersey,Volzhsk,3810-1019,7
4412,08-227-7061,Laverna Skeermer,Nankengzi,693028,1
4413,24-717-8311,Granger Aiers,Spytkowice,649-6585,38
4414,60-022-9187,Lilian Dislee,CordeirÃ³polis,33878,19
4415,15-794-0367,Chrotoem Harniman,Petauke,649-6585,24
4416,89-492-9791,Thorny Westrip,LidorÃ­ki,353974,44
4417,94-757-1930,Berny Elcoate,PalpalÃ¡,610 01,36
4418,48-588-2099,Kiersten Dalliwater,Saumur,-123764800.666667,27
4419,83-012-9386,Ives Armstead,Nobo,-123924848.666667,13
4420,69-118-4914,Hersh Bolgar,Cheongsong gun,-124084896.666667,61
4421,74-526-8799,Carlin Brabon,Mocajuba,993-0291,19
4422,45-612-9855,Mignonne Shepland,Sudo,232637562,13
4423,46-176-6402,Jacky Shapero,Hamilton,233084526,91
4424,79-477-1193,Roch Panchen,Belo Jardim,987-0612,19
4425,18-234-4252,Stan Clethro,Samashki,611 01,7
4426,99-380-1965,Hamlen Mashro,Hexi,284723795,1
4427,50-079-2328,Marena Jacox,Montauban,285271160,27
4428,77-348-8809,Lorna Bogart,Novoderevyankovskaya,3810-1020,7
4429,50-340-3351,Mirilla Barff,Chenyangzhai,693029,1
4430,76-937-0622,Steffane Karpol,VÃ³los,649-6586,44
4431,08-294-3158,Weston Dearden,Fenhe,33879,1
4432,83-395-8326,Kimble Wayvill,Sankwia,649-6586,73
4433,39-327-8322,Theadora Huetson,Fengping,353975,1
4434,67-611-0715,Alexandros Brookfield,Tiancheng,611 01,1
4435,26-438-8798,Katrina Aylett,Lyon,-124244944.666667,27
4436,36-618-6589,Mateo Wightman,Topolâ€™noye,-124404992.666667,7
4437,84-440-9751,Ariadne McCrie,Baing,-124565040.666667,13
4438,51-678-5620,Karlene Whetson,NiafunkÃ©,993-0292,92
4439,75-673-9361,Camille Symmons,Zhangfeng,233531490,1
4440,63-547-7404,Silva Addy,Vyksa,233978454,7
4441,57-497-0939,Maddie Raw,Leshukonskoye,987-0613,7
4442,64-337-3586,Marcile Meffen,Nanping,612 01,1
4443,37-335-7316,Elliott Avard,ZabruÅ¡any,285818525,15
4444,04-810-9943,Cyndi Ruler,Smokvica,286365890,33
4445,04-732-9888,Lauralee Beteriss,Kungsbacka,3810-1021,26
4446,73-312-7210,Beth Crocket,Hita,693030,4
4447,71-907-8875,Peggie Biddles,Melaka,649-6587,89
4448,31-388-0154,Roxana Dicte,Guadalupe,33880,6
4449,61-104-0525,Alyse Pimlett,Rzeczenica,649-6587,38
4450,13-617-0573,Jolee Linthead,Pekalongan,353976,13
4451,80-987-8100,Brit Northfield,Sumberejo,612 01,13
4452,60-508-6117,Baldwin Colchett,Niono,-124725088.666667,92
4453,64-943-2705,Araldo Bramhall,Markham,-124885136.666667,16
4454,76-207-5652,Josiah Thayre,Cantilan,-125045184.666667,31
4455,57-651-6974,Alberik Fancy,Magetlegar,993-0293,13
4456,18-790-4326,Trixy Southwick,KlenÄÃ­ pod ÄŒerchovem,234425418,15
4457,82-126-8371,Callie Dunning,Jiaotan,234872382,1
4458,09-488-5773,Melloney Schimke,GalÃ¡n,987-0614,11
4459,07-589-4558,Tammara Burgyn,WohyÅ„,613 01,38
4460,42-806-9893,Seamus Hearl,Kokhanava,286913255,20
4461,63-536-7273,Yorgo Muzzillo,Gunungbatu,287460620,13
4462,62-857-0603,Tiler Kenrack,Olds,3810-1022,16
4463,78-012-8423,Shannon Osban,Dapuchaihe,693031,1
4464,63-919-4250,Forest Cole,Palencia,649-6588,64
4465,71-615-2472,Fred Tatersale,Lintaca,33881,93
4466,11-253-6502,Salvidor Francesch,Huangzhawan,649-6588,1
4467,34-259-4548,Sharai MacMenamin,Velâ€™sk,353977,7
4468,39-359-4391,Reuben Iannello,Hallstahammar,613 01,26
4469,81-541-0260,Ginevra Pally,Saint-Denis,-125205232.666667,94
4470,09-732-9826,Annice Maxworthy,Pujijie,-125365280.666667,1
4471,52-341-6099,Koo Vinick,OstrzeszÃ³w,-125525328.666667,38
4472,77-254-9655,Hilly Leahey,Yanghu,993-0294,1
4473,69-923-8256,Hilary Pudner,Pangal Sur,235319346,31
4474,20-317-3721,Porty Auston,Yanshang,235766310,1
4475,66-441-5150,Danyelle Butts,Baojiadian,987-0615,1
4476,28-196-8983,Rowan Grover,Palmira,614 01,11
4477,84-776-0112,Mariann Ibbeson,Desa Kertasari,288007985,13
4478,98-090-3894,Renard Crispin,SÃ£o Martinho de Ãrvore,288555350,8
4479,01-864-9695,Tatiania O'Crigane,Semenivka,3810-1023,17
4480,75-904-5534,Koral Stampfer,Jijiang,693032,1
4481,11-447-6901,Launce Sowerbutts,Tan-Tan,649-6589,95
4482,04-162-3406,Leone Klulisek,Dodoma,33882,96
4483,32-426-3513,Maison Shoreson,Guadalupe,649-6589,10
4484,67-522-8690,Tricia Bellsham,Mene de Mauroa,353978,59
4485,16-649-4523,Amye Limbert,Hpa-an,614 01,97
4486,64-444-2153,Igor Durrand,Hebei,-125685376.666667,1
4487,09-563-6732,Everard Trasler,Kut Chap,-125845424.666667,23
4488,49-298-2216,Chastity Medlar,Girijaya,-126005472.666667,13
4489,92-486-6132,Morgan Gouldeby,Jequitinhonha,993-0295,19
4490,12-123-6838,Read Trusty,Chumphon,236213274,23
4491,77-493-2198,Flynn Magnay,Jasienica,236660238,38
4492,61-286-3086,Kiley Nare,Canutama,987-0616,19
4493,12-472-1799,Elfrieda Umbers,Novyye Gorki,615 01,7
4494,64-810-4341,Tera Stockdale,Cholet,289102715,27
4495,26-402-5585,Bree Bleas,Fenkeng,289650080,1
4496,58-027-4960,Cahra Delacoste,Zhouhe,3810-1024,1
4497,45-876-6548,Haskel Bowell,Qiaodong,693033,1
4498,89-460-3944,Julius Scutchin,Buenavista,649-6590,31
4499,15-547-7156,Shanan Mingay,Xingtan,33883,1
4500,77-585-5912,Petronille Southwood,Figueira,649-6590,8
4501,21-667-2874,Paulie Lemerle,Fandriana,353979,70
4502,01-905-4730,Rhody Dobbin,Danao,615 01,31
4503,98-252-9656,Rene Clements,Cliza,-126165520.666667,93
4504,06-514-5687,Agnes Acey,Sasnovy Bor,-126325568.666667,20
4505,63-367-4362,Verena Garman,Kauhan,-126485616.666667,13
4506,32-514-4207,Claire Morland,Santiago de Cuba,993-0296,98
4507,95-643-4919,Othella Flood,Thap Than,237107202,23
4508,22-174-9688,Nertie Igglesden,Elx/Elche,237554166,99
4509,13-517-7084,Linus Greer,Alah SÄy,987-0617,60
4510,29-300-1910,Des Covet,NurmijÃ¤rvi,616 01,71
4511,53-132-9646,Jacynth Clubb,BÄ™czarka,290197445,38
4512,82-587-1933,Payton Rissen,Panitan,290744810,31
4513,71-993-6020,Coralie Keenlayside,Mulandoro,3810-1025,13
4514,98-558-7897,Alli Cunney,Hongtang,693034,1
4515,53-761-3433,Ulberto Alyutin,Piritiba,649-6591,19
4516,57-007-8529,Sinclare Milburne,VÃ¡ri,33884,44
4517,72-650-0634,Devy Hookes,Tanzhou,649-6591,1
4518,84-581-2271,Dominga Mc Kellen,KochenÃ«vo,353980,7
4519,56-917-2112,Kalinda Grestye,Chadian,616 01,1
4520,56-311-7903,Robbin Shottin,Yangyong,-126645664.666667,1
4521,30-481-3036,Aldrich Phythien,Lubbock,-126805712.666667,48
4522,54-947-0130,Jemmy Whelan,Conde,-126965760.666667,19
4523,12-180-4369,Gearard Rowston,Sneek,993-0297,100
4524,29-590-2171,Kenna Lideard,Claremont,238001130,40
4525,20-380-7591,Doll Friary,Novouzensk,238448094,7
4526,58-762-4502,Gualterio Paget,Dos Quebradas,987-0618,11
4527,88-064-9725,Serena Yerby,BrÃ©tigny-sur-Orge,617 01,27
4528,91-647-4130,Nita Vannacci,ShÄzand,291292175,78
4529,50-213-8609,Henry Reaney,Limoeiro de Anadia,291839540,19
4530,39-738-3678,Rooney Milbourne,Vilnius,3810-1026,101
4531,98-374-2865,Marketa Olman,Cilimus Kulon,693035,13
4532,01-560-0809,Klement Brothwell,MaÃ±azo,649-6592,3
4533,70-750-9176,Andrej Wolfindale,Tawala,33885,31
4534,82-014-8133,Rudolph Brozek,Paris 18,649-6592,27
4535,87-320-3281,Ryley McKillop,Huai Mek,353981,23
4536,94-479-0084,Riley Curnnok,Saint Helier,617 01,102
4537,24-176-7246,Galina Whaites,Qiaozi,-127125808.666667,1
4538,64-206-9106,Rania Gerritsma,Macheke,-127285856.666667,80
4539,69-254-9529,Evangeline Bernet,Gaoping,-127445904.666667,1
4540,49-045-3798,Berte Tootin,Samran,993-0298,23
4541,08-816-0158,Cathe Snar,Yangyong,238895058,1
4542,39-392-8970,Terry Iannitti,Outeiro,239342022,8
4543,36-821-2511,Ernestine Merrgen,Batujaran,987-0619,13
4544,64-494-1301,Debbi Gaule,Le Raincy,618 01,27
4545,07-369-4272,Xymenes Hands,Silvares,292386905,8
4546,49-237-7569,Killy Condie,Fershampenuaz,292934270,7
4547,84-872-5897,Elke Dumingos,Pingshan,3810-1027,1
4548,23-245-6549,Dusty Yedall,Wilkes Barre,693036,48
4549,01-889-1994,Marchelle Annes,Rozhniv,649-6593,17
4550,85-126-7032,Riordan Wormald,Felege Neway,33886,37
4551,04-729-3719,Dodi Lenglet,Longhua,649-6593,1
4552,79-553-1254,Calla Lambal,AreguÃ¡,353982,103
4553,40-116-0451,Josephine Archer,Zhuangbian,618 01,1
4554,43-831-6225,Henryetta Kunes,Leiden,-127605952.666667,100
4555,80-827-8013,Gusella Wadeling,Ciampea,-127766000.666667,13
4556,20-741-4330,Ag Gasking,MontbÃ©liard,-127926048.666667,27
4557,89-981-5015,Filmer Floyd,Loma Bonita,993-0299,6
4558,03-684-7057,Amandi McConaghy,Skhira,239788986,45
4559,51-811-2023,Maryellen Gligori,MechrÃ¡ Belqsiri,240235950,95
4560,98-463-7157,Sibyl Cuphus,La Jicaral,987-0620,69
4561,15-541-9267,Mathew Groucutt,Ete,619 01,9
4562,60-341-1613,George Woodeson,Cartagena,293481635,99
4563,94-189-0780,Pauline Danihelka,Tomingad,294029000,31
4564,25-816-5806,Carleen Gyver,Spandaryan,3810-1028,14
4565,60-243-1925,Jillene Maro,Capalayan,693037,31
4566,99-181-8100,Polly Murton,Bontoc,649-6594,31
4567,57-653-7765,Cecilia Swinbourne,Refojos,33887,8
4568,00-896-7289,Felix Ouver,OpaÅ™any,649-6594,15
4569,60-337-9209,Wynnie Feronet,Dongxin,353983,1
4570,89-961-8506,Enriqueta Kirwin,Valtimo,619 01,71
4571,79-104-5654,Cathee Briscam,Stuttgart,-128086096.666667,12
4572,75-667-5377,Lauri Hughill,Banjar Kelodan,-128246144.666667,13
4573,83-007-6408,Meg Reburn,Yongchang,-128406192.666667,1
4574,91-757-8892,Roanna Safont,Kansas City,993-0300,48
4575,08-417-0042,Nerty Green,Fenjie,240682914,1
4576,83-660-8060,Natasha Cool,Eindhoven,241129878,100
4577,97-850-3306,Cyril Copelli,Abang,987-0621,13
4578,43-225-1028,Stormi Duddin,Queenstown,620 01,40
4579,84-559-2630,Alberik Rowcastle,Kiambu,294576365,104
4580,03-883-9835,Deck Paulat,Couto,295123730,8
4581,45-619-6096,Richie Brydson,Chesapeake,3810-1029,48
4582,71-766-2433,Audra Hebborn,Luti,693038,13
4583,95-556-4695,Melita Drinkale,Shijiao,649-6595,1
4584,46-633-0361,Joycelin Loghan,Duqu,33888,1
4585,92-904-9582,Elisabetta Dubery,Beira,649-6595,66
4586,67-841-9713,Del Hughman,Zhongbao,353984,1
4587,68-296-9308,Darla Kubacek,Tibakisa,620 01,13
4588,27-342-8219,Karel Welband,NovÃ¡ Role,-128566240.666667,15
4589,12-982-1679,Ondrea Keyser,LijeÅ¡nica,-128726288.666667,85
4590,16-392-8441,Liam Downing,Bunawan,-128886336.666667,31
4591,01-608-1032,Ezequiel Benion,Trinity Ville,993-0301,79
4592,28-838-2563,Willa Wethered,Hang Dong,241576842,23
4593,91-276-1722,Devland Pagett,Dubrovka,242023806,7
4594,92-898-9409,Beryl Coo,Santa MarÃ­a de Ipire,987-0622,59
4595,28-808-0517,Nels Ordish,Sapouy,621 01,105
4596,82-932-8304,Curry Able,Singkir,295671095,13
4597,16-112-3047,Lind Haggath,Comallo,296218460,36
4598,48-297-2055,Red Nordass,Kalepasan,3810-1030,13
4599,62-452-0994,Hamnet Coultas,Katori-shi,693039,4
4600,23-605-5942,Kelsy Schroder,Gersikputih Tengah,649-6596,13
4601,04-962-5217,Adelheid Casolla,Sarae,33889,13
4602,16-138-8056,Jesse Martelet,Shilovo,649-6596,7
4603,27-913-7247,Cornela LaBastida,Longsheng,353985,1
4604,48-898-3804,Ximenez Meredith,YÃ©limanÃ©,621 01,92
4605,39-552-7180,Sherm Probat,Krasnopillya,-129046384.666667,17
4606,21-644-8108,Hulda Nayshe,Krajan Kedungsalam,-129206432.666667,13
4607,39-791-8742,Thorin Jolliman,Shuangfeng,-129366480.666667,1
4608,47-423-8685,Alfreda Chasmer,Fort Smith,993-0302,48
4609,82-214-2697,Francis Runciman,Longtang,242470770,1
4610,98-132-2808,Nels Hargreaves,Houk,242917734,49
4611,33-208-6770,Stephanie Uman,HiratachÅ,987-0623,4
4612,25-056-4351,Leonie Battin,Pionerskiy,622 01,7
4613,86-592-7704,Leslie Noden,Carbajales,296765825,21
4614,82-505-1173,Grenville Penburton,Zhaoyuan,297313190,1
4615,13-051-6609,Celle Oller,VÃ¥rgÃ¥rda,3810-1031,26
4616,14-150-3681,Ibrahim Jurries,Vilar,693040,8
4617,77-254-6430,Renato Paulin,Grand Junction,649-6597,48
4618,19-203-6248,Janeva Silman,Birmingham,33890,48
4619,50-471-6999,Pablo Dracksford,Rio Claro,649-6597,42
4620,74-924-9475,Erinn Vannar,Villeneuve-lÃ¨s-Avignon,353986,27
